CVE-2017-14864,Candidate,"An Invalid memory address dereference was discovered in Exiv2::getULong in types.cpp in Exiv2 0.26. The vulnerability causes a segmentation fault and application crash, which leads to denial of service.","MISC:https://bugzilla.redhat.com/show_bug.cgi?id=1494467   |   UBUNTU:USN-3852-1   |   URL:https://usn.ubuntu.com/3852-1/",Assigned (20170928),"None (candidate not yet proposed)",""
CVE-2017-14865,Candidate,"There is a heap-based buffer overflow in the Exiv2::us2Data function of types.cpp in Exiv2 0.26. A Crafted input will lead to a denial of service attack.","MISC:https://bugzilla.redhat.com/show_bug.cgi?id=1494778",Assigned (20170928),"None (candidate not yet proposed)",""
CVE-2017-14866,Candidate,"There is a heap-based buffer overflow in the Exiv2::s2Data function of types.cpp in Exiv2 0.26. A Crafted input will lead to a denial of service attack.","MISC:https://bugzilla.redhat.com/show_bug.cgi?id=1494781",Assigned (20170928),"None (candidate not yet proposed)",""
CVE-2017-17669,Candidate,"There is a heap-based buffer over-read in the Exiv2::Internal::PngChunk::keyTXTChunk function of pngchunk_int.cpp in Exiv2 0.26. A crafted PNG file will lead to a remote denial of service attack.","MISC:https://github.com/Exiv2/exiv2/issues/187   |   UBUNTU:USN-3852-1   |   URL:https://usn.ubuntu.com/3852-1/",Assigned (20171213),"None (candidate not yet proposed)",""
CVE-2017-17722,Candidate,"In Exiv2 0.26, there is a reachable assertion in the readHeader function in bigtiffimage.cpp, which will lead to a remote denial of service attack via a crafted TIFF file.","MISC:https://bugzilla.redhat.com/show_bug.cgi?id=1524116",Assigned (20171217),"None (candidate not yet proposed)",""
CVE-2017-17723,Candidate,"In Exiv2 0.26, there is a heap-based buffer over-read in the Exiv2::Image::byteSwap4 function in image.cpp. Remote attackers can exploit this vulnerability to disclose memory data or cause a denial of service via a crafted TIFF file.","GENTOO:GLSA-201811-14   |   URL:https://security.gentoo.org/glsa/201811-14   |   MISC:https://bugzilla.redhat.com/show_bug.cgi?id=1524104",Assigned (20171217),"None (candidate not yet proposed)",""
CVE-2017-17724,Candidate,"In Exiv2 0.26, there is a heap-based buffer over-read in the Exiv2::IptcData::printStructure function in iptc.cpp, related to the ""!= 0x1c"" case. Remote attackers can exploit this vulnerability to cause a denial of service via a crafted TIFF file.","GENTOO:GLSA-201811-14   |   URL:https://security.gentoo.org/glsa/201811-14   |   MISC:https://bugzilla.redhat.com/show_bug.cgi?id=1524107   |   MISC:https://github.com/Exiv2/exiv2/issues/263   |   MISC:https://github.com/xiaoqx/pocs/blob/master/exiv2/readme.md   |   REDHAT:RHSA-2019:2101   |   URL:https://access.redhat.com/errata/RHSA-2019:2101",Assigned (20171217),"None (candidate not yet proposed)",""
CVE-2017-17725,Candidate,"In Exiv2 0.26, there is an integer overflow leading to a heap-based buffer over-read in the Exiv2::getULong function in types.cpp. Remote attackers can exploit the vulnerability to cause a denial of service via a crafted image file. Note that this vulnerability is different from CVE-2017-14864, which is an invalid memory address dereference.","MISC:https://bugzilla.redhat.com/show_bug.cgi?id=1525055   |   MISC:https://github.com/Exiv2/exiv2/issues/188",Assigned (20171217),"None (candidate not yet proposed)",""
CVE-2017-18005,Candidate,"Exiv2 0.26 has a Null Pointer Dereference in the Exiv2::DataValue::toLong function in value.cpp, related to crafted metadata in a TIFF file.","CONFIRM:https://github.com/Exiv2/exiv2/issues/168",Assigned (20171231),"None (candidate not yet proposed)",""
CVE-2017-9239,Candidate,"An issue was discovered in Exiv2 0.26. When the data structure of the structure ifd is incorrect, the program assigns pValue_ to 0x0, and the value of pValue() is 0x0. TiffImageEntry::doWriteImage will use the value of pValue() to cause a segmentation fault. To exploit this vulnerability, someone must open a crafted tiff file.","BID:98720   |   URL:http://www.securityfocus.com/bid/98720   |   MISC:http://dev.exiv2.org/issues/1295   |   MISC:https://github.com/lolo-pop/poc/tree/master/Segmentation%20fault%20in%20convert-test(exiv2)   |   UBUNTU:USN-3852-1   |   URL:https://usn.ubuntu.com/3852-1/",Assigned (20170526),"None (candidate not yet proposed)",""
CVE-2017-9953,Candidate,"There is an invalid free in Image::printIFDStructure that leads to a Segmentation fault in Exiv2 0.26. A crafted input will lead to a remote denial of service attack.","MISC:https://bugzilla.redhat.com/show_bug.cgi?id=1465061",Assigned (20170626),"None (candidate not yet proposed)",""
CVE-2018-10772,Candidate,"The tEXtToDataBuf function in pngimage.cpp in Exiv2 through 0.26 allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact via a crafted file.","MISC:https://bugzilla.redhat.com/show_bug.cgi?id=1566260   |   REDHAT:RHSA-2019:2101   |   URL:https://access.redhat.com/errata/RHSA-2019:2101",Assigned (20180506),"None (candidate not yet proposed)",""
CVE-2018-10780,Candidate,"Exiv2::Image::byteSwap2 in image.cpp in Exiv2 0.26 has a heap-based buffer over-read.","GENTOO:GLSA-201811-14   |   URL:https://security.gentoo.org/glsa/201811-14   |   MISC:https://bugzilla.redhat.com/show_bug.cgi?id=1575201",Assigned (20180507),"None (candidate not yet proposed)",""
CVE-2018-10958,Candidate,"In types.cpp in Exiv2 0.26, a large size value may lead to a SIGABRT during an attempt at memory allocation for an Exiv2::Internal::PngChunk::zlibUncompress call.","DEBIAN:DSA-4238   |   URL:https://www.debian.org/security/2018/dsa-4238   |   GENTOO:GLSA-201811-14   |   URL:https://security.gentoo.org/glsa/201811-14   |   MISC:https://github.com/Exiv2/exiv2/issues/302   |   MLIST:[debian-lts-announce] 20180628 [SECURITY] [DLA 1402-1] exiv2 security update   |   URL:https://lists.debian.org/debian-lts-announce/2018/06/msg00010.html   |   MLIST:[debian-lts-announce] 20181021 [SECURITY] [DLA 1551-1] exiv2 security update   |   URL:https://lists.debian.org/debian-lts-announce/2018/10/msg00012.html   |   REDHAT:RHSA-2019:2101   |   URL:https://access.redhat.com/errata/RHSA-2019:2101   |   UBUNTU:USN-3700-1   |   URL:https://usn.ubuntu.com/3700-1/",Assigned (20180509),"None (candidate not yet proposed)",""
CVE-2018-10998,Candidate,"An issue was discovered in Exiv2 0.26. readMetadata in jp2image.cpp allows remote attackers to cause a denial of service (SIGABRT) by triggering an incorrect Safe::add call.","DEBIAN:DSA-4238   |   URL:https://www.debian.org/security/2018/dsa-4238   |   GENTOO:GLSA-201811-14   |   URL:https://security.gentoo.org/glsa/201811-14   |   MISC:https://github.com/Exiv2/exiv2/issues/303   |   MLIST:[debian-lts-announce] 20180628 [SECURITY] [DLA 1402-1] exiv2 security update   |   URL:https://lists.debian.org/debian-lts-announce/2018/06/msg00010.html   |   REDHAT:RHSA-2019:2101   |   URL:https://access.redhat.com/errata/RHSA-2019:2101   |   UBUNTU:USN-3700-1   |   URL:https://usn.ubuntu.com/3700-1/",Assigned (20180511),"None (candidate not yet proposed)",""
CVE-2018-10999,Candidate,"An issue was discovered in Exiv2 0.26. The Exiv2::Internal::PngChunk::parseTXTChunk function has a heap-based buffer over-read.","DEBIAN:DSA-4238   |   URL:https://www.debian.org/security/2018/dsa-4238   |   GENTOO:GLSA-201811-14   |   URL:https://security.gentoo.org/glsa/201811-14   |   MISC:https://github.com/Exiv2/exiv2/issues/306   |   MLIST:[debian-lts-announce] 20180628 [SECURITY] [DLA 1402-1] exiv2 security update   |   URL:https://lists.debian.org/debian-lts-announce/2018/06/msg00010.html   |   MLIST:[debian-lts-announce] 20181021 [SECURITY] [DLA 1551-1] exiv2 security update   |   URL:https://lists.debian.org/debian-lts-announce/2018/10/msg00012.html   |   UBUNTU:USN-3700-1   |   URL:https://usn.ubuntu.com/3700-1/",Assigned (20180511),"None (candidate not yet proposed)",""
CVE-2018-11037,Candidate,"In Exiv2 0.26, the Exiv2::PngImage::printStructure function in pngimage.cpp allows remote attackers to cause an information leak via a crafted file.","GENTOO:GLSA-201811-14   |   URL:https://security.gentoo.org/glsa/201811-14   |   MISC:https://github.com/Exiv2/exiv2/issues/307   |   REDHAT:RHSA-2019:2101   |   URL:https://access.redhat.com/errata/RHSA-2019:2101",Assigned (20180513),"None (candidate not yet proposed)",""
CVE-2018-11531,Candidate,"Exiv2 0.26 has a heap-based buffer overflow in getData in preview.cpp.","CONFIRM:https://github.com/Exiv2/exiv2/issues/283   |   DEBIAN:DSA-4238   |   URL:https://www.debian.org/security/2018/dsa-4238   |   GENTOO:GLSA-201811-14   |   URL:https://security.gentoo.org/glsa/201811-14   |   MLIST:[debian-lts-announce] 20180628 [SECURITY] [DLA 1402-1] exiv2 security update   |   URL:https://lists.debian.org/debian-lts-announce/2018/06/msg00010.html   |   UBUNTU:USN-3700-1   |   URL:https://usn.ubuntu.com/3700-1/",Assigned (20180529),"None (candidate not yet proposed)",""
CVE-2018-12264,Candidate,"Exiv2 0.26 has integer overflows in LoaderTiff::getData() in preview.cpp, leading to an out-of-bounds read in Exiv2::ValueType::setDataArea in value.hpp.","CONFIRM:https://github.com/Exiv2/exiv2/issues/366   |   CONFIRM:https://github.com/TeamSeri0us/pocs/blob/master/exiv2/2-out-of-read-Poc   |   DEBIAN:DSA-4238   |   URL:https://www.debian.org/security/2018/dsa-4238   |   GENTOO:GLSA-201811-14   |   URL:https://security.gentoo.org/glsa/201811-14   |   MLIST:[debian-lts-announce] 20180628 [SECURITY] [DLA 1402-1] exiv2 security update   |   URL:https://lists.debian.org/debian-lts-announce/2018/06/msg00010.html   |   REDHAT:RHSA-2019:2101   |   URL:https://access.redhat.com/errata/RHSA-2019:2101   |   UBUNTU:USN-3700-1   |   URL:https://usn.ubuntu.com/3700-1/",Assigned (20180612),"None (candidate not yet proposed)",""
CVE-2018-12265,Candidate,"Exiv2 0.26 has an integer overflow in the LoaderExifJpeg class in preview.cpp, leading to an out-of-bounds read in Exiv2::MemIo::read in basicio.cpp.","CONFIRM:https://github.com/Exiv2/exiv2/issues/365   |   CONFIRM:https://github.com/TeamSeri0us/pocs/blob/master/exiv2/1-out-of-read-Poc   |   DEBIAN:DSA-4238   |   URL:https://www.debian.org/security/2018/dsa-4238   |   GENTOO:GLSA-201811-14   |   URL:https://security.gentoo.org/glsa/201811-14   |   MLIST:[debian-lts-announce] 20180628 [SECURITY] [DLA 1402-1] exiv2 security update   |   URL:https://lists.debian.org/debian-lts-announce/2018/06/msg00010.html   |   REDHAT:RHSA-2019:2101   |   URL:https://access.redhat.com/errata/RHSA-2019:2101   |   UBUNTU:USN-3700-1   |   URL:https://usn.ubuntu.com/3700-1/",Assigned (20180612),"None (candidate not yet proposed)",""
CVE-2018-14046,Candidate,"Exiv2 0.26 has a heap-based buffer over-read in WebPImage::decodeChunks in webpimage.cpp.","MISC:https://github.com/Exiv2/exiv2/issues/378   |   REDHAT:RHSA-2019:2101   |   URL:https://access.redhat.com/errata/RHSA-2019:2101",Assigned (20180713),"None (candidate not yet proposed)",""
CVE-2018-14338,Candidate,"samples/geotag.cpp in the example code of Exiv2 0.26 misuses the realpath function on POSIX platforms (other than Apple platforms) where glibc is not used, possibly leading to a buffer overflow.","MISC:https://github.com/Exiv2/exiv2/issues/382",Assigned (20180717),"None (candidate not yet proposed)",""
CVE-2018-16336,Candidate,"Exiv2::Internal::PngChunk::parseTXTChunk in Exiv2 v0.26 allows remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted image file, a different vulnerability than CVE-2018-10999.","MISC:https://github.com/Exiv2/exiv2/issues/400   |   MLIST:[debian-lts-announce] 20181021 [SECURITY] [DLA 1551-1] exiv2 security update   |   URL:https://lists.debian.org/debian-lts-announce/2018/10/msg00012.html   |   UBUNTU:USN-3852-1   |   URL:https://usn.ubuntu.com/3852-1/",Assigned (20180901),"None (candidate not yet proposed)",""
CVE-2018-17229,Candidate,"Exiv2::d2Data in types.cpp in Exiv2 v0.26 allows remote attackers to cause a denial of service (heap-based buffer overflow) via a crafted image file.","MISC:https://github.com/Exiv2/exiv2/issues/453",Assigned (20180919),"None (candidate not yet proposed)",""
CVE-2018-17230,Candidate,"Exiv2::ul2Data in types.cpp in Exiv2 v0.26 allows remote attackers to cause a denial of service (heap-based buffer overflow) via a crafted image file.","MISC:https://github.com/Exiv2/exiv2/issues/455",Assigned (20180919),"None (candidate not yet proposed)",""
CVE-2018-17282,Candidate,"An issue was discovered in Exiv2 v0.26. The function Exiv2::DataValue::copy in value.cpp has a NULL pointer dereference.","MISC:https://github.com/Exiv2/exiv2/issues/457   |   REDHAT:RHSA-2019:2101   |   URL:https://access.redhat.com/errata/RHSA-2019:2101",Assigned (20180920),"None (candidate not yet proposed)",""
CVE-2018-17581,Candidate,"CiffDirectory::readDirectory() at crwimage_int.cpp in Exiv2 0.26 has excessive stack consumption due to a recursive function, leading to Denial of service.","MISC:https://github.com/Exiv2/exiv2/issues/460   |   MISC:https://github.com/SegfaultMasters/covering360/blob/master/Exiv2   |   MLIST:[debian-lts-announce] 20190226 [SECURITY] [DLA 1691-1] exiv2 security update   |   URL:https://lists.debian.org/debian-lts-announce/2019/02/msg00038.html   |   REDHAT:RHSA-2019:2101   |   URL:https://access.redhat.com/errata/RHSA-2019:2101   |   UBUNTU:USN-3852-1   |   URL:https://usn.ubuntu.com/3852-1/",Assigned (20180928),"None (candidate not yet proposed)",""
CVE-2018-18915,Candidate,"There is an infinite loop in the Exiv2::Image::printIFDStructure function of image.cpp in Exiv2 0.27-RC1. A crafted input will lead to a remote denial of service attack.","MISC:https://github.com/Exiv2/exiv2/issues/511   |   REDHAT:RHSA-2019:2101   |   URL:https://access.redhat.com/errata/RHSA-2019:2101",Assigned (20181102),"None (candidate not yet proposed)",""
CVE-2018-19107,Candidate,"In Exiv2 0.26, Exiv2::IptcParser::decode in iptc.cpp (called from psdimage.cpp in the PSD image reader) may suffer from a denial of service (heap-based buffer over-read) caused by an integer overflow via a crafted PSD image file.","MISC:https://github.com/Exiv2/exiv2/issues/427   |   MISC:https://github.com/Exiv2/exiv2/pull/518   |   MLIST:[debian-lts-announce] 20190226 [SECURITY] [DLA 1691-1] exiv2 security update   |   URL:https://lists.debian.org/debian-lts-announce/2019/02/msg00038.html   |   REDHAT:RHSA-2019:2101   |   URL:https://access.redhat.com/errata/RHSA-2019:2101   |   UBUNTU:USN-4056-1   |   URL:https://usn.ubuntu.com/4056-1/",Assigned (20181108),"None (candidate not yet proposed)",""
CVE-2018-19108,Candidate,"In Exiv2 0.26, Exiv2::PsdImage::readMetadata in psdimage.cpp in the PSD image reader may suffer from a denial of service (infinite loop) caused by an integer overflow via a crafted PSD image file.","MISC:https://github.com/Exiv2/exiv2/issues/426   |   MISC:https://github.com/Exiv2/exiv2/pull/518   |   MLIST:[debian-lts-announce] 20190226 [SECURITY] [DLA 1691-1] exiv2 security update   |   URL:https://lists.debian.org/debian-lts-announce/2019/02/msg00038.html   |   REDHAT:RHSA-2019:2101   |   URL:https://access.redhat.com/errata/RHSA-2019:2101   |   UBUNTU:USN-4056-1   |   URL:https://usn.ubuntu.com/4056-1/",Assigned (20181108),"None (candidate not yet proposed)",""
CVE-2018-19535,Candidate,"In Exiv2 0.26 and previous versions, PngChunk::readRawProfile in pngchunk_int.cpp may cause a denial of service (application crash due to a heap-based buffer over-read) via a crafted PNG file.","MISC:https://github.com/Exiv2/exiv2/issues/428   |   MISC:https://github.com/Exiv2/exiv2/pull/430   |   MLIST:[debian-lts-announce] 20190226 [SECURITY] [DLA 1691-1] exiv2 security update   |   URL:https://lists.debian.org/debian-lts-announce/2019/02/msg00038.html   |   REDHAT:RHSA-2019:2101   |   URL:https://access.redhat.com/errata/RHSA-2019:2101   |   UBUNTU:USN-4056-1   |   URL:https://usn.ubuntu.com/4056-1/",Assigned (20181125),"None (candidate not yet proposed)",""
CVE-2018-19607,Candidate,"Exiv2::isoSpeed in easyaccess.cpp in Exiv2 v0.27-RC2 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted file.","MISC:https://github.com/Exiv2/exiv2/issues/561   |   REDHAT:RHSA-2019:2101   |   URL:https://access.redhat.com/errata/RHSA-2019:2101",Assigned (20181127),"None (candidate not yet proposed)",""
CVE-2018-20096,Candidate,"There is a heap-based buffer over-read in the Exiv2::tEXtToDataBuf function of pngimage.cpp in Exiv2 0.27-RC3. A crafted input will lead to a remote denial of service attack.","FEDORA:FEDORA-2019-c9cbbbb5c0   |   URL:https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/ZXCEKTYF7HLM6VH2WCWO2HXTJH37MBLA/   |   MISC:https://github.com/Exiv2/exiv2/issues/590   |   MISC:https://github.com/TeamSeri0us/pocs/tree/master/exiv2/20181206   |   REDHAT:RHSA-2019:2101   |   URL:https://access.redhat.com/errata/RHSA-2019:2101",Assigned (20181212),"None (candidate not yet proposed)",""
